"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060014085002","CA","060014085002","=""060014085002""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014085003","CA","060014085003","=""060014085003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014085004","CA","060014085004","=""060014085004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060014085005","CA","060014085005","=""060014085005""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014086001","CA","060014086001","=""060014086001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014086002","CA","060014086002","=""060014086002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014086003","CA","060014086003","=""060014086003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060014086004","CA","060014086004","=""060014086004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014087001","CA","060014087001","=""060014087001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014087002","CA","060014087002","=""060014087002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014087003","CA","060014087003","=""060014087003""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014087004","CA","060014087004","=""060014087004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060014087005","CA","060014087005","=""060014087005""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014087006","CA","060014087006","=""060014087006""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060014088001","CA","060014088001","=""060014088001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014088002","CA","060014088002","=""060014088002""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060014088003","CA","060014088003","=""060014088003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014088004","CA","060014088004","=""060014088004""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014089001","CA","060014089001","=""060014089001""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014089002","CA","060014089002","=""060014089002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014090001","CA","060014090001","=""060014090001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014090002","CA","060014090002","=""060014090002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014090003","CA","060014090003","=""060014090003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060014091001","CA","060014091001","=""060014091001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014091002","CA","060014091002","=""060014091002""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014092001","CA","060014092001","=""060014092001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014092002","CA","060014092002","=""060014092002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060014093001","CA","060014093001","=""060014093001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014093002","CA","060014093002","=""060014093002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014093003","CA","060014093003","=""060014093003""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060014093004","CA","060014093004","=""060014093004""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014094001","CA","060014094001","=""060014094001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014094002","CA","060014094002","=""060014094002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014094003","CA","060014094003","=""060014094003""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060014095001","CA","060014095001","=""060014095001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014095002","CA","060014095002","=""060014095002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014095003","CA","060014095003","=""060014095003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014096001","CA","060014096001","=""060014096001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014096002","CA","060014096002","=""060014096002""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014096003","CA","060014096003","=""060014096003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014096004","CA","060014096004","=""060014096004""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014096005","CA","060014096005","=""060014096005""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060014097001","CA","060014097001","=""060014097001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014097002","CA","060014097002","=""060014097002""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014097003","CA","060014097003","=""060014097003""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014097004","CA","060014097004","=""060014097004""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014098001","CA","060014098001","=""060014098001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014098002","CA","060014098002","=""060014098002""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014098003","CA","060014098003","=""060014098003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014099001","CA","060014099001","=""060014099001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014099002","CA","060014099002","=""060014099002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014099003","CA","060014099003","=""060014099003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014099004","CA","060014099004","=""060014099004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014100001","CA","060014100001","=""060014100001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060014100002","CA","060014100002","=""060014100002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060014100003","CA","060014100003","=""060014100003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060014101001","CA","060014101001","=""060014101001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014101002","CA","060014101002","=""060014101002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014102001","CA","060014102001","=""060014102001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014102002","CA","060014102002","=""060014102002""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060014102003","CA","060014102003","=""060014102003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014103001","CA","060014103001","=""060014103001""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060014103002","CA","060014103002","=""060014103002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014103003","CA","060014103003","=""060014103003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060014104001","CA","060014104001","=""060014104001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060014104002","CA","060014104002","=""060014104002""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014104003","CA","060014104003","=""060014104003""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014105001","CA","060014105001","=""060014105001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014105002","CA","060014105002","=""060014105002""","0.8","2019-2023","2022","Census","California (State)"
"Block Group","060014201001","CA","060014201001","=""060014201001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060014201002","CA","060014201002","=""060014201002""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060014201003","CA","060014201003","=""060014201003""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014202001","CA","060014202001","=""060014202001""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014202002","CA","060014202002","=""060014202002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060014202003","CA","060014202003","=""060014202003""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060014203011","CA","060014203011","=""060014203011""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060014203021","CA","060014203021","=""060014203021""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060014203022","CA","060014203022","=""060014203022""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060014204011","CA","060014204011","=""060014204011""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060014204012","CA","060014204012","=""060014204012""","0.7","2019-2023","2022","Census","California (State)"
