"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","040059449002","AZ","040059449002","=""040059449002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059449003","AZ","040059449003","=""040059449003""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059450001","AZ","040059450001","=""040059450001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059450002","AZ","040059450002","=""040059450002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059450003","AZ","040059450003","=""040059450003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059451001","AZ","040059451001","=""040059451001""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059451002","AZ","040059451002","=""040059451002""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059451003","AZ","040059451003","=""040059451003""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059451004","AZ","040059451004","=""040059451004""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059452001","AZ","040059452001","=""040059452001""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059452002","AZ","040059452002","=""040059452002""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059452003","AZ","040059452003","=""040059452003""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059800001","AZ","040059800001","=""040059800001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059801001","AZ","040059801001","=""040059801001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040059802001","AZ","040059802001","=""040059802001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070001001","AZ","040070001001","=""040070001001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070001002","AZ","040070001002","=""040070001002""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070001003","AZ","040070001003","=""040070001003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070001004","AZ","040070001004","=""040070001004""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070002001","AZ","040070002001","=""040070002001""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070002002","AZ","040070002002","=""040070002002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070002003","AZ","040070002003","=""040070002003""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003011","AZ","040070003011","=""040070003011""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003012","AZ","040070003012","=""040070003012""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003013","AZ","040070003013","=""040070003013""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003021","AZ","040070003021","=""040070003021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003022","AZ","040070003022","=""040070003022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070003023","AZ","040070003023","=""040070003023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070004001","AZ","040070004001","=""040070004001""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070004002","AZ","040070004002","=""040070004002""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070004003","AZ","040070004003","=""040070004003""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070005001","AZ","040070005001","=""040070005001""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070005002","AZ","040070005002","=""040070005002""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070006001","AZ","040070006001","=""040070006001""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070006002","AZ","040070006002","=""040070006002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070007001","AZ","040070007001","=""040070007001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070008001","AZ","040070008001","=""040070008001""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070008002","AZ","040070008002","=""040070008002""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070009001","AZ","040070009001","=""040070009001""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070009002","AZ","040070009002","=""040070009002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070010001","AZ","040070010001","=""040070010001""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070010002","AZ","040070010002","=""040070010002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070010003","AZ","040070010003","=""040070010003""","3.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070010004","AZ","040070010004","=""040070010004""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070010005","AZ","040070010005","=""040070010005""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070011001","AZ","040070011001","=""040070011001""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070011002","AZ","040070011002","=""040070011002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070011003","AZ","040070011003","=""040070011003""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070011004","AZ","040070011004","=""040070011004""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070011005","AZ","040070011005","=""040070011005""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070012001","AZ","040070012001","=""040070012001""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070012002","AZ","040070012002","=""040070012002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070012003","AZ","040070012003","=""040070012003""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070013001","AZ","040070013001","=""040070013001""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040070013002","AZ","040070013002","=""040070013002""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040079402001","AZ","040079402001","=""040079402001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040079404001","AZ","040079404001","=""040079404001""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040079404002","AZ","040079404002","=""040079404002""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040079404003","AZ","040079404003","=""040079404003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040079404004","AZ","040079404004","=""040079404004""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099405001","AZ","040099405001","=""040099405001""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099405002","AZ","040099405002","=""040099405002""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099405003","AZ","040099405003","=""040099405003""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099611001","AZ","040099611001","=""040099611001""","3.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099611002","AZ","040099611002","=""040099611002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099611003","AZ","040099611003","=""040099611003""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612011","AZ","040099612011","=""040099612011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612012","AZ","040099612012","=""040099612012""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612013","AZ","040099612013","=""040099612013""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612021","AZ","040099612021","=""040099612021""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612022","AZ","040099612022","=""040099612022""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099612023","AZ","040099612023","=""040099612023""","3.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099613001","AZ","040099613001","=""040099613001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099613002","AZ","040099613002","=""040099613002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099613003","AZ","040099613003","=""040099613003""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099613004","AZ","040099613004","=""040099613004""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099614001","AZ","040099614001","=""040099614001""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099614002","AZ","040099614002","=""040099614002""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099614003","AZ","040099614003","=""040099614003""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099614004","AZ","040099614004","=""040099614004""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099615001","AZ","040099615001","=""040099615001""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099615002","AZ","040099615002","=""040099615002""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099615003","AZ","040099615003","=""040099615003""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099616001","AZ","040099616001","=""040099616001""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099616002","AZ","040099616002","=""040099616002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099616003","AZ","040099616003","=""040099616003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099617001","AZ","040099617001","=""040099617001""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099617002","AZ","040099617002","=""040099617002""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099617003","AZ","040099617003","=""040099617003""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040099617004","AZ","040099617004","=""040099617004""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119601001","AZ","040119601001","=""040119601001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119601002","AZ","040119601002","=""040119601002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119602001","AZ","040119602001","=""040119602001""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119602002","AZ","040119602002","=""040119602002""","2.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119602003","AZ","040119602003","=""040119602003""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119603001","AZ","040119603001","=""040119603001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119603002","AZ","040119603002","=""040119603002""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040119603003","AZ","040119603003","=""040119603003""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120201011","AZ","040120201011","=""040120201011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120201012","AZ","040120201012","=""040120201012""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120201021","AZ","040120201021","=""040120201021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120201022","AZ","040120201022","=""040120201022""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120202011","AZ","040120202011","=""040120202011""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120202012","AZ","040120202012","=""040120202012""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120202013","AZ","040120202013","=""040120202013""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120202021","AZ","040120202021","=""040120202021""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120205011","AZ","040120205011","=""040120205011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120205012","AZ","040120205012","=""040120205012""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120205013","AZ","040120205013","=""040120205013""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040120205014","AZ","040120205014","=""040120205014""","2.1","2019-2023","2021","Census","Arizona (State)"
